stockcode,description,revenue,quantity,orders,customers,average_price,revenue_share
90179A,AMBER FINE BEAD NECKLACE W TASSEL,71.0,12,9,5,5.916666666666667,0.0003467366752640468
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,70.98,169,10,8,0.42000000000000004,0.00034663900296115556
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,70.98,42,11,10,1.6900000000000002,0.00034663900296115556
84905,PINK BUTTERFLY C/COVER,70.82,10,6,3,7.081999999999999,0.0003458576245380252
84086B,YELLOW/BLUE RETRO RADIO,70.80000000000001,24,12,7,2.9500000000000006,0.00034575995223513407
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,70.6,21,15,2,3.3619047619047615,0.00034478322920622115
20958,PORCELAIN HANGING BELL LARGE,70.5,38,10,9,1.855263157894737,0.00034429486769176483
90202B,WHITE ENAMEL FLOWER HAIR TIE,70.49,24,16,3,2.9370833333333333,0.0003442460315403191
90050,CRACKED GLAZE NECKLACE IVORY,70.16,10,6,2,7.016,0.000342634438542613
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,69.66,45,15,12,1.5479999999999998,0.000340192630970331
90131,PINK/AMETHYST/GOLD NECKLACE,69.62,10,5,4,6.962000000000001,0.0003399972863645485
gift_0001_80,Dotcomgiftshop Gift Voucher £80.00,69.56,1,1,0,69.56,0.00033970426945587463
84918,CREAM C/COVER W YELLOW/GREEN FLOWER,69.5,10,3,3,6.95,0.0003394112525472008
81952V,ROUND PURPLE CLOCK WITH SUCKER,69.35,365,24,22,0.18999999999999997,0.0003386787102755161
72140F,HAPPY ANNIVERSARY CANDLE LETTERS,69.18,175,14,14,0.39531428571428573,0.00033784849570094033
35916B,BLUE FELT HANGING HEART W FLOWER,69.1,57,16,4,1.212280701754386,0.0003374578064893751
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,68.17999999999999,41,23,6,1.6629268292682926,0.0003329648805563762
71215,METAL BASE FOR CANDLES,68.1,177,12,10,0.3847457627118644,0.00033257419134481107
47420,ASSORTED COLOUR SUCTION CUP HOOK,68.02,358,31,23,0.19,0.00033218350213324595
84857A,SILVER MONTE CARLO HANDBAG,68.0,8,3,2,8.5,0.0003320858298303547
DCGS0004,HAYNES CAMPER SHOULDER BAG,67.94,4,4,0,16.985,0.00033179281292168084
90140,PINK SWEETIE NECKLACE,67.9,9,7,2,7.544444444444445,0.0003315974683158983
90026C,GLASS BEAD HOOP NECKLACE GREEN,67.82,8,6,5,8.4775,0.00033120677910433315
90026B,GLASS BEAD HOOP NECKLACE MONTANA,67.82,8,7,4,8.4775,0.00033120677910433315
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,67.8,57,11,8,1.1894736842105262,0.0003311091068014419
84596e,SMALL LICORICE DES PINK BOWL,67.77,27,17,0,2.51,0.00033096259834710496
90002E,FLOWER BURST SILVER RING GREEN,67.77,18,11,7,3.7649999999999997,0.00033096259834710496
84864A,PINK PAISLEY PHOTO ALBUM,67.71000000000001,7,4,3,9.672857142857143,0.00033066958143843116
90078,PINK/WHITE GLASS DEMI CHOKER,67.64,9,5,4,7.515555555555555,0.00033032772837831166
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,67.61,8,6,2,8.45125,0.00033018121992397473
47341B,BLUE TABLE RUN FLOWER,67.5,48,14,13,1.40625,0.0003296440222580727
84926B,SCOTTS ROSES TILE COASTER,67.5,54,10,8,1.25,0.0003296440222580727
47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,67.25,5,4,2,13.45,0.0003284231184719317
90214P,"LETTER ""P"" BLING KEY RING",66.59,77,33,13,0.8648051948051948,0.0003251999324765194
35819P,"ACRYLIC HANGING JEWEL,PINK",66.55,95,7,7,0.7005263157894737,0.00032500458787073684
90037A,TINY CRYSTAL BRACELET RED,66.31,26,12,4,2.5503846153846155,0.0003238325202360415
40002,WHITE BAMBOO RIBS LAMPSHADE,66.3,78,1,1,0.85,0.0003237836840845958
90037C,TINY CRYSTAL BRACELET BLUE,66.08,26,13,4,2.5415384615384613,0.0003227092887527917
85072,OCCASIONS GIFT CARD ASSORTMENT,66.0,120,1,1,0.55,0.0003223185995412266
79329,PINK FLOCK GLASS CANDLEHOLDER,65.94,100,7,7,0.6594,0.0003220255826325528
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,65.76,21,11,5,3.1314285714285717,0.00032114653190653126
79406,FROSTED WHITE BASE,65.62,259,21,14,0.2533590733590734,0.0003204628257862923
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,65.31,11,9,5,5.9372727272727275,0.00031894890509147746
72812,LARGE ZINC/GLASS CANDLEHOLDER,65.23,27,9,5,2.4159259259259263,0.00031855821587991234
84705A,ENGLISH ROSE PHOTO FRAME,65.10000000000001,14,7,5,4.65,0.00031792334591111904
47016,LIGHT DECORATION BATTERY OPERATED,65.10000000000001,31,5,4,2.1,0.00031792334591111904
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,64.94,13,9,2,4.995384615384615,0.00031714196748798876
23235,BISCUIT TIN VINTAGE LEAF,64.56,24,3,3,2.69,0.0003152861937330544
84551,CROCHET DOG KEYRING,64.35,39,8,6,1.65,0.00031426063455269594
90046,WHITE WITH METAL BAG CHARM,64.35,13,7,6,4.949999999999999,0.00031426063455269594
90074,BLACK DIAMOND CLUSTER NECKLACE,64.09,7,6,4,9.155714285714286,0.00031299089461510934
79534,MULTICOLOUR GLASS PLATE,63.800000000000004,116,16,14,0.55,0.00031157464622318576
23253,16 PC CUTLERY SET PANTRY DESIGN,63.8,4,1,1,15.95,0.00031157464622318576
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,63.75,15,10,10,4.25,0.0003113304654659575
85018B,S/6 PAPER BOXES BLOSSOM IMAGES,63.75,15,10,10,4.25,0.0003113304654659575
84968B,SET OF 16 VINTAGE IVORY CUTLERY,63.75,5,5,4,12.75,0.0003113304654659575
20791,BLUE TILED SET OF 3 DRAWERS,63.75,5,1,1,12.75,0.0003113304654659575
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,63.5,10,4,3,6.35,0.0003101095616798165
22845,"CAT FOOD CONTAINER , VINTAGE",63.5,10,3,3,6.35,0.0003101095616798165
90205A,LARGE MINT DIAMANTE HAIRSLIDE,63.46,38,22,6,1.67,0.000309914217074034
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,63.28,26,13,5,2.433846153846154,0.00030903516634801244
22987,"WRAP , SUMMER ROSE DESIGN",63.0,150,6,6,0.42,0.0003076677541075345
72709,IVORY SCULPTED RND CANDLE,62.89999999999999,74,13,10,0.8499999999999999,0.00030717939259307804
84529B,BLUE KNITTED KID'S RUCKSACK,62.35,13,5,2,4.796153846153846,0.0003044934042635679
35607B,BLACK FEATHER CHRISTMAS DECORATION,62.3,312,17,15,0.19967948717948716,0.00030424922350633966
47348A,FUSCHIA VOILE POINTY SHOE DEC,62.01,103,16,12,0.6020388349514563,0.00030283297511441614
84450B,PINK/YELLOW RABBIT SAT EASTER,61.92,88,29,4,0.7036363636363636,0.0003023934497514053
17136A,BLUE STONES ON WIRE FOR CANDLE,61.78,743,34,28,0.08314939434724092,0.0003017097436311664
20620,RED SPOTTY PASSPORT COVER,61.76,15,14,1,4.117333333333333,0.0003016120713282751
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",61.3,143,3,2,0.4286713286713287,0.0002993656083617756
35973,GERANIUM FOLKART HEART DECORATION,61.25,49,13,11,1.25,0.00029912142760454743
16151A,FLOWERS HANDBAG blue and orange,61.25,49,3,3,1.25,0.00029912142760454743
23541,"WALL ART ,PUDDINGS",61.2,8,2,2,7.65,0.00029887724684731924
22578,WOODEN STAR CHRISTMAS SCANDISPOT,61.2,72,2,2,0.8500000000000001,0.00029887724684731924
22565,FELTCRAFT HAIRBANDS PINK + WHITE,61.199999999999996,72,6,6,0.85,0.0002988772468473192
35910B,PINK FLOWERS RABBIT EASTER,61.07,29,8,6,2.1058620689655174,0.0002982423768785259
90214I,"LETTER ""I"" BLING KEY RING",61.0,62,27,10,0.9838709677419355,0.00029790052381840643
22537,MAGIC SLATE DINOSAUR,60.480000000000004,144,3,3,0.42000000000000004,0.0002953610439432331
84984B,RED PEONY DES C/COVER,60.45,13,6,6,4.65,0.0002952145354888962
22953,BIRTHDAY BANNER TAPE,60.0,48,3,3,1.25,0.0002930169086738424
22619,SET Of 6 SOLDIER SKITTLES,60.0,16,3,3,3.75,0.0002930169086738424
22409,TIN CAN BISCUITS DESIGN,60.0,48,4,4,1.25,0.0002930169086738424
84875A,PINK SQUARE COMPACT MIRROR,60.0,16,12,10,3.75,0.0002930169086738424
23629,SET 10 CARDS DRESSING UP 17077,59.760000000000005,24,10,0,2.49,0.000291844841039147
90021,LASER CUT MULTI STRAND NECKLACE,59.75,5,4,4,11.95,0.0002917960048877014
90171,DAISY RING,59.65,47,27,2,1.2691489361702126,0.00029130764337324496
gift_0001_70,Dotcomgiftshop Gift Voucher £70.00,59.57,1,1,0,59.57,0.00029091695416167985
84582,PINK CROCHET CAT WITH SCARF,59.5,14,11,9,4.25,0.00029057510110156034
44241C,BLUE BUTTERFLY ON SPRING,59.5,70,8,7,0.85,0.00029057510110156034
22973,CHILDRENS CIRCUS PARADE MUG,59.400000000000006,36,3,3,1.6500000000000001,0.000290086739587104
23325,RUSTIC STRAWBERRY JAMPOT SMALL,59.400000000000006,36,3,3,1.6500000000000001,0.000290086739587104
22329,ROUND FOOD CONTAINER S/5 RETROSPOT,59.400000000000006,36,3,3,1.6500000000000001,0.000290086739587104
23537,I LOVE LONDON WALL ART,59.400000000000006,12,2,2,4.95,0.000290086739587104
35654,VINTAGE BEAD FILLED PINK CUSHION,59.400000000000006,12,5,4,4.95,0.000290086739587104
35001B,HAND OPEN SHAPE BLACK,59.330000000000005,17,6,5,3.49,0.0002897448865269845
90011B,BLACK CRYSTAL DROP EARRINGS,59.06,20,15,4,2.9530000000000003,0.0002884263104379522
35909A,RABBIT EASTER DECORATION,59.00000000000001,20,5,5,2.95,0.00028813329352927834
22903,CALENDAR FAMILY FAVORITES,59.0,20,4,4,2.95,0.00028813329352927834
81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",58.65,23,7,7,2.55,0.00028642402822868097
85023C,PINK LARGE JEWELED PHOTOFRAME,58.64999999999999,23,11,10,2.55,0.0002864240282286809
90188,DROP EARRINGS W FLOWER & LEAF,58.5,23,20,3,2.5434782608695654,0.00028569148595699635
84984A,GREEN PEONY DES C/COVER,58.370000000000005,11,5,4,5.306363636363637,0.00028505661598820305
84226,HEN HOUSE W FAMILY IN BARN & NEST,58.31,77,18,17,0.7572727272727273,0.00028476359907952915
35816B,"ACRYLIC JEWEL ANGEL,BLUE",58.07,139,3,2,0.41776978417266186,0.0002835915314448338
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,58.05,33,13,3,1.759090909090909,0.0002834938591419425
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,57.98,86,11,7,0.6741860465116278,0.00028315200608182304
35821B,"JEWELLED DECORATION,BLUE",57.0,150,3,3,0.38,0.00027836606324015026
72771B,BURG FLOCK GOLD CUP/CANDLE,56.9,117,8,6,0.4863247863247863,0.0002778777017256938
90212C,PURPLE LAS VEGAS BRACELET ROUND,56.25,15,7,5,3.75,0.00027470335188172726
47344B,BLUE FLOWER DES PURSE,56.16,54,10,10,1.04,0.0002742638265187165
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,56.099999999999994,22,10,9,2.55,0.0002739708096100426
90033,IVORY SHELL HEART EARRINGS,55.879999999999995,22,18,2,2.5399999999999996,0.0002728964142782385
85080,PADDED RED HEART DECORATION,55.76,113,22,19,0.4934513274336283,0.0002723103804608908
90182C,BLACK 3 BEAD DROP EARRINGS,55.74,19,13,2,2.933684210526316,0.00027221270815799955
90177A,CLASSIC DIAMANTE EARRINGS JET,55.690000000000005,19,14,2,2.9310526315789476,0.0002719685274007714
90214T,"LETTER ""T"" BLING KEY RING",55.57,57,24,9,0.9749122807017544,0.00027138249358342367
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,55.120000000000005,13,10,4,4.24,0.0002691848667683699
85151,WELCOME METAL SIGN,55.0,44,8,8,1.25,0.00026859883295102217
90014A,SILVER M.O.P. ORBIT NECKLACE,54.800000000000004,11,6,3,4.981818181818182,0.0002676221099221094
90135A,ORANGE/FUSCHIA STONES NECKLACE,54.620000000000005,11,4,2,4.965454545454546,0.00026674305919608787
90142D,MOP PENDANT SHELL NECKLACE,54.59,11,5,4,4.962727272727273,0.00026659655074175094
90043,COPPER AND BRASS BAG CHARM,54.510000000000005,10,6,5,5.4510000000000005,0.00026620586153018583
20820,SILVER LOOKING MIRROR,54.45,11,8,6,4.95,0.000265912844621512
20953,PORCELAIN CHERUB BELL LARGE,54.449999999999996,33,9,7,1.65,0.00026591284462151193
90084,PINK CRYSTAL GUITAR PHONE CHARM,54.4,64,9,8,0.85,0.00026566866386428374
46115B,GREEN POP ART MAO CUSHION COVER,54.34,286,22,19,0.19,0.00026537564695560995
22345,PARTY PIZZA DISH BLUE WHITE SPOT,54.28,53,17,8,1.0241509433962264,0.00026508263004693604
23389,SPACEBOY MINI RUCKSACK,53.95,13,4,4,4.15,0.00026347103704922993
22252,BIRDCAGE DECORATION MAGIC GARDEN,53.55,21,3,3,2.55,0.0002615175909914043
84559b,3D SHEET OF CAT STICKERS,53.54,32,25,0,1.673125,0.00026146875483995866
84660b,BLACK STITCHED WALL CLOCK,53.18,7,6,0,7.597142857142857,0.0002597106533879156
72798C,SET/4 GARDEN ROSE DINNER CANDLE,53.11,28,15,10,1.8967857142857143,0.00025936880032779617
84660a,WHITE STITCHED WALL CLOCK,52.699999999999996,7,5,0,7.528571428571428,0.0002573665181185249
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,52.65,39,15,9,1.3499999999999999,0.0002571223373612967
84845C,CARNATION SQUARE HANDY TIN,52.5,42,14,14,1.25,0.0002563897950896121
23035,DOORKNOB CERAMIC IVORY,52.2,36,1,1,1.4500000000000002,0.0002549247105462429
20870,OPULENT VELVET CANDLE IN BOX,52.2,29,7,4,1.8,0.0002549247105462429
23196,RETO LEAVES MAGNETIC SHOPPING LIST,52.199999999999996,36,3,3,1.45,0.00025492471054624284
84292B,BLUE COL METAL FOLDING CHAIR,51.8,8,5,4,6.475,0.0002529712644884173
84845D,GERANIUM SQUARE HANDY TIN,51.25,41,11,11,1.25,0.00025028527615890704
84402B,PURPLE DRESS JEWELLERY STAND,51.14,62,4,4,0.8248387096774193,0.000249748078493005
35071,ASSORTED SANTA CHRISTMAS DECORATION,51.13999999999999,50,7,5,1.0228,0.000249748078493005
20964,POLYESTER FILLER PAD 60x40cm,51.0,20,6,6,2.55,0.00024906437237276604
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,51.0,20,4,4,2.55,0.00024906437237276604
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,50.98,2,2,0,25.49,0.0002489667000698747
85069,CREAM SWEETHEART DOUBLE SHELF,50.85,3,1,1,16.95,0.0002483318301010814
22846,"BREAD BIN, DINER STYLE, RED",50.849999999999994,3,2,2,16.95,0.00024833183010108137
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,50.82000000000001,6,6,0,8.47,0.00024818532164674455
22889,"NUMBER TILE VINTAGE FONT, No",50.7,23,3,2,2.2043478260869565,0.0002475992878293968
85124a,PINK JUICY FRUIT PHOTO FRAME,50.599999999999994,10,9,0,5.06,0.00024711092631494037
35916B,BLUE FELT HANGING HEART WITH FLOWER,50.57,75,30,1,0.6742666666666667,0.00024696441786060345
90034,WHITE SILVER NECKLACE SHELL GLASS,50.48,5,5,2,10.096,0.0002465248924975927
72083A,STRAWBERY SWIRL FLARE CANDLE,50.400000000000006,24,7,7,2.1,0.0002461342032860276
72801c,S/4 ROSE PINK DINNER CANDLES,50.199999999999996,20,10,0,2.51,0.00024515748025711475
22657,HEN & 2 CHICKS IN BASKET,50.15,59,7,7,0.85,0.00024491329949988657
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,50.06,10,5,3,5.006,0.00024447377413687585
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,50.0,40,6,6,1.25,0.000244180757228202
23603,SET 10 CARD KRAFT REINDEER 17084,49.800000000000004,20,14,0,2.49,0.0002432040341992892
23197,VEGETABLE MAGNETIC  SHOPPING LIST,49.8,36,3,3,1.3833333333333333,0.00024320403419928914
90052,CRACKED GLAZE NECKLACE BROWN,49.58,7,5,1,7.082857142857143,0.00024212963886748506
23015,CORDIAL JUG,49.5,6,2,2,8.25,0.00024173894965591998
84537B,FAIRY CAKES GIFT BAG,49.14,117,11,10,0.42,0.00023998084820387692
72129,COLUMBIAN CANDLE ROUND,49.11,74,18,16,0.6636486486486486,0.00023983433974954002
35603C,SET/16 WHITE SHINY & MATT BAUBLES,48.3,83,24,19,0.5819277108433735,0.00023587861148244312
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,48.3,18,13,5,2.683333333333333,0.00023587861148244312
90083,CRYSTAL CZECH CROSS PHONE CHARM,48.08,52,15,6,0.9246153846153846,0.00023480421615063902
47591A,CAROUSEL CHILDRENS APRON,47.97,29,12,3,1.6541379310344828,0.000234267018484737
84608,ORNATE EDWARDIAN CANDLE HOLDER,47.7,6,4,4,7.95,0.0002329484423957047
23539,"WALL ART , LOVES' SECRET",47.6,8,2,2,5.95,0.0002324600808812483
21347,GOTHIC CARRIAGE LANTERN,47.6,8,4,4,5.95,0.0002324600808812483
20895,VINTAGE NOTEBOOK FRENCH LETTER,47.20000000000001,16,4,3,2.9500000000000006,0.0002305066348234227
35909B,PINK FLOWERS RABBIT EASTER,47.2,16,6,6,2.95,0.00023050663482342268
90067B,BROWN VINTAGE VICTORIAN EARRINGS,47.120000000000005,16,6,2,2.9450000000000003,0.00023011594561185756
37462E,"PET MUG, GOLDFISH",47.12,107,28,9,0.4403738317757009,0.00023011594561185754
84227,HEN HOUSE W CHICK IN NEST,47.04,112,13,13,0.42,0.00022972525640029242
90181C,BLACK GLASS/SHELL/PEARL NECKLACE,46.93,5,5,0,9.386,0.0002291880587343904
84596f,SMALL MARSHMALLOWS PINK BOWL,46.89,19,14,0,2.4678947368421054,0.0002289927141286078
20988,TRELLIS FLOWER CHOPSTICKS SET/5,46.8,24,9,8,1.95,0.00022855318876559703
84857B,BLUE MONTE CARLO HANDBAG,46.8,24,1,1,1.95,0.00022855318876559703
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,46.7,11,10,5,4.245454545454546,0.00022806482725114068
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,46.6,11,10,3,4.236363636363636,0.00022757646573668428
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,46.56,46,23,21,1.0121739130434784,0.0002273811211309017
81952B,ROUND BLUE CLOCK W/SUCKER,46.56,54,11,6,0.8622222222222222,0.0002273811211309017
16050,TEATIME PENCIL WITH RUBBER,46.45,151,8,4,0.3076158940397351,0.00022684392346499966
47341A,FUSCHIA TABLE RUN FLOWER,46.25,29,7,7,1.5948275862068966,0.00022586720043608685
23107,WHITE WIRE PLANT POT HOLDER,46.24,16,2,2,2.89,0.00022581836428464121
90128A,PINK LEAVES AND BEADS PHONE CHARM,46.21,31,10,5,1.4906451612903227,0.00022567185583030426
84951b,S/4 BLACK LOVEBIRD COASTERS,46.2,9,4,0,5.133333333333334,0.00022562301967885863
72024U,LILAC VOTIVE CANDLE,46.2,220,11,10,0.21000000000000002,0.00022562301967885863
85081,PADDED HOLLY CHRISTMAS DECORATION,46.17,104,21,20,0.4439423076923077,0.00022547651122452173
85132c,CHARLIE AND LOLA FIGURES TINS,46.099999999999994,4,4,0,11.524999999999999,0.00022513465816440217
23047,PAPER LANTERN 5 POINT STUDDED STAR,46.0,8,4,4,5.75,0.00022464629664994582
84626,CANDY STRIPE ROSE QUILT,45.95,1,1,1,45.95,0.00022440211589271766
22604,SET OF 4 NAPKIN CHARM CUTLERY,45.900000000000006,18,3,3,2.5500000000000003,0.00022415793513548945
35611B,BLACK ASSORTED DROPLET DECORATION,45.76,62,3,2,0.7380645161290322,0.00022347422901525043
16161C,WRAP SPEED DEMONS,45.0,450,2,2,0.1,0.00021976268150538178
22406,TIN CAN KINGS CHOICE DESIGN,45.0,36,3,3,1.25,0.00021976268150538178
22347,PIZZA DISH SLICE,45.0,36,2,2,1.25,0.00021976268150538178
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,45.0,36,10,9,1.25,0.00021976268150538178
23625,SET 6 CARDS SPARKLY REINDEER 17262,44.910000000000004,9,4,0,4.99,0.00021932315614237106
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,44.87,27,16,4,1.6618518518518517,0.00021912781153658842
84906,PINK BUTTERFLY CUSHION COVER,44.849999999999994,23,5,3,1.9499999999999997,0.00021903013923369716
21685,MEDINA STAMPED METAL TRAY,44.849999999999994,3,2,2,14.949999999999998,0.00021903013923369716
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,44.75,9,3,1,4.972222222222222,0.00021854177771924075
90197D,AMBER GLASS BRACELET HEART CHARMS,44.550000000000004,9,4,4,4.95,0.000217565054690328
72796B,S/3 FRENCH VANILLA SQU CANDLE,44.55,27,12,11,1.65,0.00021756505469032794
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,44.28,15,15,2,2.952,0.00021624647860129566
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",44.25000000000001,15,9,9,2.9500000000000006,0.0002160999701469588
35085E,IVORY ROSE LAMPSHADE,44.25,39,9,7,1.1346153846153846,0.00021609997014695876
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,44.19,18,17,2,2.455,0.00021580695323828488
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",43.94,95,3,2,0.4625263157894737,0.0002145860494521439
17014C,ORIGAMI LAVENDER INCENSE CONES,43.75,97,2,1,0.45103092783505155,0.00021365816257467674
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",43.65,235,14,13,0.18574468085106383,0.00021316980106022033
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER,43.349999999999994,17,12,10,2.55,0.0002117047165168511
90042B,FRESHWATER PEARL BRACELET PINK,43.349999999999994,17,6,4,2.55,0.0002117047165168511
35822P,"ACRYLIC BEAD CHAIN, PINK",43.32,114,1,1,0.38,0.0002115582080625142
90054,CRACKED GLAZE EARRINGS RED,43.019999999999996,17,17,2,2.5305882352941174,0.00021009312351914498
23038,T-LIGHT HOLDER SILVER SAUCER,42.92,44,8,4,0.9754545454545455,0.0002096047620046886
22987,WRAP SUMMER ROSE DESIGN,42.84,102,5,4,0.42000000000000004,0.00020921407279312346
79066k,RETRO MOD TRAY,42.71,26,16,0,1.6426923076923077,0.0002085792028243301
84993a,75 GREEN PETIT FOUR CASES,42.71,51,30,0,0.8374509803921569,0.0002085792028243301
21596,Hypochondriac Pill Stress Ball,42.64,10,9,0,4.264,0.00020823734976421066
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,42.5,5,4,4,8.5,0.00020755364364397167
22346,PARTY PIZZA DISH GREEN WHITE SPOT,42.3,40,15,7,1.0574999999999999,0.00020657692061505886
90126C,AMBER BERTIE MOBILE PHONE CHARM,42.1,21,5,2,2.0047619047619047,0.00020560019758614608
72771C,BLACK FLOCK GOLD CANDLE,42.08,54,6,4,0.7792592592592592,0.00020550252528325478
20860,GOLD COSMETICS BAG WITH BUTTERFLY,42.0,20,11,10,2.1,0.00020511183607168967
23231,WRAP  VINTAGE DOILEY,42.0,100,2,2,0.42,0.00020511183607168967
15060b,FAIRY CAKE DESIGN UMBRELLA,41.81,5,5,0,8.362,0.0002041839491942225
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,41.650000000000006,7,4,4,5.950000000000001,0.0002034025707710923
84611B,BLACK NEW BAROQUE FLOCK BOX,41.65,7,4,4,5.95,0.00020340257077109224
90060C,FIRE POLISHED GLASS NECKL SILVER,41.65,7,3,3,5.95,0.00020340257077109224
35809a,ENAMEL PINK TEA CONTAINER,41.54,10,10,0,4.154,0.0002028653731051902
23045,PAPER LANTERN 5 POINT STAR MOON 30,41.5,10,5,5,4.15,0.00020267002849940765
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,41.300000000000004,14,7,7,2.95,0.00020169330547049487
23448,CREAM BUNNY EASTER EGG BASKET,41.25,25,3,3,1.65,0.00020144912471326665
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",41.25,11,8,6,3.75,0.00020144912471326665
90027C,GLASS BEAD HOOP EARRINGS GREEN,41.17,14,12,2,2.940714285714286,0.0002010584355017015
18096c,WHITE ROUND PORCELAIN TLIGHT HOLDER,41.14,8,6,0,5.1425,0.0002009119270473646
21119,Glow In The Dark Shot Glasses,41.01,3,3,0,13.67,0.00020027705707857126
35644,PAIR PINK/BLACK COATHANGERS,40.95,21,7,6,1.9500000000000002,0.00019998404016989744
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,40.8,16,3,3,2.55,0.00019925149789821282
23148,MINITURE ANTIQUE ROSE HOOK IVORY,40.8,48,4,4,0.85,0.00019925149789821282
44228,CANNABIS LEAF BEAD CURTAIN,40.8,48,3,3,0.85,0.00019925149789821282
22740,POLKADOT PENS,40.8,48,1,1,0.85,0.00019925149789821282
47013C,WINE BOTTLE DRESSING DARK BLUE,40.519999999999996,147,27,18,0.27564625850340135,0.00019788408565773487
90136,PALE PINK/AMETHYST STONE NECKLACE,40.47,4,3,2,10.1175,0.00019763990490050665
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,40.34,7,7,4,5.762857142857143,0.0001970050349317134
22532,MAGIC SLATE LEAP FROG,40.32,96,2,2,0.42,0.0001969073626288221
22529,MAGIC SLATE GO TO THE FAIR,40.32,96,2,2,0.42,0.0001969073626288221
20994,JAZZ HEARTS SPIRAL NOTEPAD,39.949999999999996,47,12,12,0.8499999999999999,0.00019510042502533337
23462,ROCOCO WALL MIROR,39.9,2,1,1,19.95,0.0001948562442681052
